Ref_No,VM_ID,ImgSize,VM_Memory,MIPs,Bandwidth,PES
HEFT00213,7,17147,1054,1120.0,1994,2
HEFT00213,8,12507,580,1579.0,1760,2
HEFT00213,9,18617,1291,1079.0,1995,3
HEFT00214,0,13389,1168,1261.0,1359,2
HEFT00214,1,15410,1047,1284.0,1896,2
HEFT00214,2,15575,912,1076.0,1467,1
HEFT00214,3,12622,1176,1709.0,1820,1
HEFT00214,4,12063,1515,1360.0,1550,3
HEFT00214,5,15999,942,1823.0,1617,2
HEFT00214,6,14711,593,1788.0,1074,1
HEFT00214,7,10250,613,1884.0,1575,1
HEFT00214,8,19331,1398,1896.0,1319,3
HEFT00215,0,10544,1366,1797.0,1383,3
HEFT00215,1,16604,767,1549.0,1934,1
HEFT00215,2,18416,1208,1951.0,1291,3
HEFT00215,3,19684,1221,1793.0,1901,2
HEFT00215,4,15326,816,1822.0,1110,2
HEFT00215,5,19124,1448,1803.0,1412,3
HEFT00215,6,12705,809,1065.0,1448,1
HEFT00215,7,18956,683,1598.0,1591,2
HEFT00216,0,17047,594,1758.0,1425,3
HEFT00216,1,11644,876,1868.0,1531,1
HEFT00216,2,17175,1488,1232.0,1062,3
HEFT00216,3,18815,941,1174.0,1218,2
HEFT00216,4,14684,912,1573.0,1836,2
HEFT00216,5,15103,1245,1699.0,1863,2
HEFT00216,6,10576,761,1252.0,1716,1
HEFT00217,0,15114,1300,1020.0,1049,2
HEFT00217,1,12005,575,1221.0,1398,2
HEFT00217,2,18115,1414,1329.0,1940,2
HEFT00217,3,13532,925,1291.0,1177,1
HEFT00217,4,11878,924,1978.0,1592,1
HEFT00217,5,11986,783,1092.0,1433,1
HEFT00217,6,11529,1352,1319.0,1288,2
HEFT00217,7,13734,784,1838.0,1177,1
HEFT00217,8,11549,1105,1100.0,1701,2
HEFT00217,9,18531,1502,1117.0,1113,1
HEFT00217,10,16950,1386,1507.0,1982,2
HEFT00218,0,13337,910,1235.0,1984,3
HEFT00218,1,17637,928,1786.0,1021,3
HEFT00218,2,12776,1170,1098.0,1503,1
HEFT00218,3,10834,1228,1369.0,1775,3
HEFT00218,4,10369,976,1421.0,1542,1
HEFT00218,5,12073,569,1038.0,1006,1
HEFT00218,6,15224,1033,1237.0,1167,3
HEFT00218,7,17930,1419,1208.0,1492,1
HEFT00218,8,11558,850,1679.0,1270,3
HEFT00218,9,16013,1397,1523.0,1204,3
HEFT00218,10,12647,1292,1730.0,1563,2
HEFT00219,0,13292,1342,1095.0,1774,2
HEFT00219,1,10189,639,1294.0,1654,2
HEFT00219,2,17594,1378,1162.0,1630,3
HEFT00219,3,18432,1520,1035.0,1269,3
HEFT00219,4,11572,570,1528.0,1614,3
HEFT00219,5,14657,555,1734.0,1241,1
HEFT00219,6,15824,716,1825.0,1332,2
HEFT00220,0,19967,1291,1439.0,1083,2
HEFT00220,1,11505,1207,1040.0,1427,3
HEFT00220,2,14755,1121,1670.0,1113,2
HEFT00220,3,17981,912,1666.0,1572,2
HEFT00220,4,13345,789,1433.0,1562,2
HEFT00220,5,16637,610,1371.0,1627,3
HEFT00220,6,17856,742,1828.0,1147,1
HEFT00220,7,11738,728,1982.0,1561,2
HEFT00220,8,14412,1016,1279.0,1299,3
HEFT00220,9,15630,1098,1391.0,1275,3
HEFT00220,10,15768,1111,1993.0,1896,2
HEFT00221,0,18697,1202,1667.0,1535,3
HEFT00221,1,16112,546,1367.0,1278,1
HEFT00221,2,17757,1127,1972.0,1034,1
HEFT00221,3,14920,1427,1900.0,1841,3
HEFT00221,4,13734,1338,1880.0,1022,3
HEFT00221,5,18838,1219,1376.0,1165,3
HEFT00221,6,18824,1452,1977.0,1054,1
HEFT00221,7,10826,1287,1077.0,1720,2
HEFT00221,8,10260,725,1969.0,1024,3
HEFT00222,0,19187,1295,1334.0,1562,2
HEFT00222,1,12361,926,1820.0,1421,1
HEFT00222,2,15548,731,1983.0,1184,2
HEFT00222,3,10697,1085,1863.0,1175,3
HEFT00222,4,11643,769,1626.0,1628,3
HEFT00222,5,17292,1422,1243.0,1774,3
HEFT00222,6,17802,739,1501.0,1279,2
HEFT00222,7,17672,752,1150.0,1859,3
HEFT00223,0,19924,1255,1250.0,1667,1
HEFT00223,1,15911,822,1314.0,1738,1
HEFT00223,2,16394,1101,1075.0,1215,3
HEFT00223,3,19247,777,1289.0,1491,1
HEFT00223,4,15658,1505,1692.0,1680,1
HEFT00223,5,12886,1447,1051.0,1472,1
HEFT00223,6,19917,1132,1825.0,1216,2
HEFT00223,7,16476,737,1132.0,1877,2
HEFT00223,8,11058,729,1608.0,1510,3
HEFT00224,0,15417,585,1448.0,1701,1
HEFT00224,1,11043,1472,1158.0,1777,2
HEFT00224,2,12929,1014,1025.0,1024,2
HEFT00224,3,12566,653,1496.0,1506,3
HEFT00224,4,12161,1193,1986.0,1675,1
HEFT00224,5,18305,522,1100.0,1233,3
HEFT00224,6,11745,1095,1811.0,1925,1
HEFT00224,7,13420,728,1613.0,1521,1
HEFT00224,8,19735,1194,1149.0,1677,3
HEFT00224,9,19396,1018,1132.0,1785,1
HEFT00225,0,18500,677,1989.0,1039,3
HEFT00225,1,17662,823,1521.0,1083,2
HEFT00225,2,17753,1168,1159.0,1237,2
HEFT00225,3,10149,1271,1705.0,1406,2
HEFT00225,4,19670,1117,1875.0,1961,2
HEFT00225,5,18220,1352,1106.0,1162,2
HEFT00225,6,12926,1441,1113.0,1905,3
HEFT00225,7,13709,1485,1531.0,1290,3
HEFT00225,8,19280,1505,1556.0,1605,1
HEFT00226,0,18116,1091,1181.0,1312,1
HEFT00226,1,11486,1232,1994.0,1460,1
HEFT00226,2,12590,853,1594.0,1871,3
HEFT00226,3,17300,805,1458.0,1524,2
HEFT00226,4,11432,1343,1140.0,1873,1
HEFT00226,5,17959,775,1534.0,1175,1
HEFT00226,6,13675,798,1942.0,1766,1
HEFT00227,0,15220,955,1740.0,1403,3
HEFT00227,1,19422,1296,1780.0,1015,2
HEFT00227,2,15282,1162,1787.0,1110,1
HEFT00227,3,15604,922,1056.0,1847,3
HEFT00227,4,14845,979,1004.0,1390,1
HEFT00227,5,13160,596,1169.0,1314,3
HEFT00227,6,13206,818,1183.0,1702,3
HEFT00228,0,17745,821,1203.0,1650,2
HEFT00228,1,15778,1351,1380.0,1375,2
HEFT00228,2,14837,1042,1034.0,1337,1
HEFT00228,3,12138,763,1676.0,1826,2
HEFT00228,4,16907,590,1989.0,1397,2
HEFT00228,5,15129,1268,1080.0,1750,2
HEFT00228,6,16681,1399,1017.0,1219,3
HEFT00228,7,17928,1014,1457.0,1129,2
HEFT00229,0,15373,1411,1989.0,1411,2
HEFT00229,1,11870,1176,1608.0,1154,3
HEFT00229,2,18247,1048,1415.0,1032,3
HEFT00229,3,17000,1017,1001.0,1019,2
HEFT00229,4,16591,989,1467.0,1035,1
HEFT00229,5,15403,1000,1577.0,1208,2
HEFT00229,6,18942,872,1158.0,1130,2
HEFT00229,7,15257,1161,1700.0,1482,1
HEFT00230,0,11453,712,1566.0,1991,1
HEFT00230,1,16244,849,1670.0,1328,1
HEFT00230,2,16204,1313,1856.0,1913,1
HEFT00230,3,15668,1274,1869.0,1980,2
HEFT00230,4,18737,824,1133.0,1091,1
HEFT00230,5,19863,1074,1351.0,1162,3
HEFT00230,6,10998,788,1214.0,1029,2
HEFT00230,7,15709,1042,1500.0,1317,2
HEFT00231,0,14254,1049,1394.0,1939,3
HEFT00231,1,19750,1406,1586.0,1126,1
HEFT00231,2,16208,711,1845.0,1904,3
HEFT00231,3,19800,550,1094.0,1433,1
HEFT00231,4,16316,1263,1267.0,1563,2
HEFT00231,5,13945,1376,1618.0,1206,2
HEFT00231,6,13987,770,1211.0,1258,3
HEFT00232,0,12551,761,1808.0,1899,3
HEFT00232,1,11961,1366,1382.0,1405,2
HEFT00232,2,17090,523,1287.0,1855,2
HEFT00232,3,16830,1147,1129.0,1309,2
HEFT00232,4,17090,737,1852.0,1408,2
HEFT00232,5,15795,1098,1016.0,1861,1
HEFT00232,6,17025,668,1962.0,1849,2
HEFT00232,7,10328,820,1756.0,1164,1
HEFT00233,0,14289,1144,1578.0,1289,1
HEFT00233,1,10586,1368,1887.0,1476,3
HEFT00233,2,17416,672,1824.0,1775,3
HEFT00233,3,19949,751,1026.0,1709,1
HEFT00233,4,15161,1122,1148.0,1746,1
HEFT00233,5,12101,1399,1607.0,1549,2
HEFT00233,6,18967,1329,1392.0,1116,2
HEFT00233,7,18654,897,1028.0,1181,1
HEFT00233,8,16543,1049,1089.0,1879,3
HEFT00233,9,11976,1489,1703.0,1407,1
HEFT00234,0,11959,987,1091.0,1455,3
HEFT00234,1,12543,1176,1196.0,1136,2
HEFT00234,2,10801,1443,1991.0,1611,1
HEFT00234,3,12381,1356,1841.0,1280,1
HEFT00234,4,13881,986,1052.0,1634,2
HEFT00234,5,13668,1166,1125.0,1932,1
HEFT00234,6,19450,893,1869.0,1811,2
HEFT00234,7,16924,1309,1706.0,1499,1
HEFT00234,8,16856,1289,1029.0,1501,2
HEFT00235,0,15147,891,1302.0,1996,1
HEFT00235,1,12081,658,1928.0,1978,1
HEFT00235,2,13816,1276,1299.0,1208,2
HEFT00235,3,19835,515,1194.0,1185,1
HEFT00235,4,15678,1436,1133.0,1593,2
HEFT00235,5,17215,977,1086.0,1287,2
HEFT00235,6,15497,746,1277.0,1626,3
HEFT00235,7,18112,961,1212.0,1871,2
HEFT00235,8,17696,1517,1763.0,1752,2
HEFT00236,0,14410,573,1485.0,1368,2
HEFT00236,1,10039,900,1982.0,1542,1
HEFT00236,2,14036,1510,1262.0,1483,1
HEFT00236,3,18618,769,1206.0,1516,2
HEFT00236,4,18954,1013,1866.0,1840,3
HEFT00236,5,15617,1016,1511.0,1148,1
HEFT00236,6,10968,1219,1047.0,1850,3
HEFT00236,7,16385,656,1847.0,1374,3
HEFT00236,8,15008,632,1569.0,1131,2
HEFT00236,9,19617,533,1079.0,1162,1
HEFT00237,0,12386,782,1641.0,1399,2
HEFT00237,1,15051,758,1506.0,1300,2
HEFT00237,2,10905,838,1037.0,1041,2
HEFT00237,3,13426,941,1120.0,1781,3
HEFT00237,4,15221,1022,1016.0,1557,1
HEFT00237,5,15147,685,1024.0,1200,2
HEFT00237,6,10231,1476,1216.0,1622,1
HEFT00238,0,16744,1103,1486.0,1070,1
HEFT00238,1,19157,879,1133.0,1403,1
HEFT00238,2,18415,1175,1058.0,1727,3
HEFT00238,3,16289,1515,1900.0,1929,2
HEFT00238,4,10490,1173,1246.0,1148,3
HEFT00238,5,12008,997,1337.0,1815,2
HEFT00238,6,14313,1368,1722.0,1203,3
HEFT00238,7,13677,668,1551.0,1565,3
HEFT00239,0,16995,1462,1716.0,1398,2
HEFT00239,1,12141,1480,1981.0,1555,3
HEFT00239,2,10690,1168,1881.0,1837,1
HEFT00239,3,14369,1137,1916.0,1693,3
HEFT00239,4,16582,859,1513.0,1897,2
HEFT00239,5,17352,1397,1958.0,1519,3
HEFT00239,6,19880,1183,1312.0,1440,2
HEFT00239,7,19164,1177,1080.0,1940,2
HEFT00239,8,15756,1196,1458.0,1230,2
HEFT00239,9,14786,711,1944.0,1351,1
HEFT00240,0,18415,1148,1179.0,1395,3
HEFT00240,1,16325,1352,1947.0,1045,1
HEFT00240,2,11629,980,1821.0,1108,2
HEFT00240,3,10910,974,1380.0,1847,2
HEFT00240,4,11293,1366,1112.0,1491,2
HEFT00240,5,10560,525,1418.0,1704,2
HEFT00240,6,19670,810,1985.0,1410,2
HEFT00240,7,10136,594,1924.0,1947,1
HEFT00240,8,18235,1389,1536.0,1232,2
HEFT00240,9,14691,512,1994.0,1855,1
HEFT00240,10,17327,945,1008.0,1583,3
HEFT00241,0,17230,1257,1917.0,1952,1
HEFT00241,1,14709,1478,1180.0,1093,3
HEFT00241,2,14149,577,1485.0,1861,2
HEFT00241,3,11412,805,1003.0,1450,3
HEFT00241,4,11080,1430,1680.0,1890,3
HEFT00241,5,11941,1033,1688.0,1629,1
HEFT00241,6,19960,1363,1505.0,1455,3
HEFT00241,7,15765,934,1523.0,1984,1
HEFT00241,8,14731,1393,1848.0,1606,1
HEFT00241,9,12654,1271,1668.0,1208,3
HEFT00242,0,12349,778,1278.0,1740,3
HEFT00242,1,11813,1378,1299.0,1775,2
HEFT00242,2,13851,1312,1632.0,1764,1
HEFT00242,3,19288,1447,1658.0,1399,2
HEFT00242,4,13930,990,1947.0,1766,1
HEFT00242,5,16928,817,1170.0,1879,3
HEFT00242,6,16166,750,1016.0,1985,3
